 ,Label,Area,Mean,Min,Max,X,Y,Slice
24,Snapshots qualité:20140816_235923_b8e9_00408ca694a0_c,0,164,164,164,901.361,630.851,82
25,Snapshots qualité:20140817_055923_86c1_00408ca694a0_c,0,140,140,140,897.278,634.934,83
26,Snapshots qualité:20140817_115922_89a2_00408ca694a0_c,0,114,114,114,1086.125,346.049,84
27,Snapshots qualité:20140817_115922_89a2_00408ca694a0_c,0,225,225,225,1090.208,726.805,84
28,Snapshots qualité:20140817_175922_90b2_00408ca694a0_c,0,185,185,185,999.357,867.675,85
29,Snapshots qualité:20140817_235921_903f_00408ca694a0_c,0,164,164,164,1053.459,584.915,86
30,Snapshots qualité:20140818_235918_89a2_00408ca694a0_c,0,126,126,126,1180.038,845.217,90
31,Snapshots qualité:20140818_235918_89a2_00408ca694a0_c,0,167,167,167,891.153,499.168,90
32,Snapshots qualité:20140820_115912_bbd2_00408ca694a0_c,0,113,113,113,840.113,838.072,96
33,Snapshots qualité:20140820_235911_9303_00408ca694a0_c,0,158,158,158,972.817,692.098,98
34,Snapshots qualité:20140821_055909_b611_00408ca694a0_c,0,191,191,191,793.157,804.386,99
35,Snapshots qualité:20140821_115908_9520_00408ca694a0_c,0,154,154,154,771.720,726.805,100
36,Snapshots qualité:20140821_115908_9520_00408ca694a0_c,0,88,88,88,1028.960,592.060,100
37,Snapshots qualité:20140821_175909_bbc1_00408ca694a0_c,0,125,125,125,946.276,750.284,101
38,Snapshots qualité:20140821_175909_bbc1_00408ca694a0_c,0,118,118,118,903.403,634.934,101
39,Snapshots qualité:20140822_055906_bfe8_00408ca694a0_c,0,197,197,197,772.741,734.972,103
40,Snapshots qualité:20140823_235901_bbc1_00408ca694a0_c,0,182,182,182,1035.085,722.722,110
41,Snapshots qualité:20140824_175858_9303_00408ca694a0_c,0,158,158,158,952.401,701.285,113
42,Snapshots qualité:20140824_175858_9303_00408ca694a0_c,0,232,232,232,958.526,545.104,113
43,Snapshots qualité:20140824_235857_87c2_00408ca694a0_c,0,73,73,73,1272.930,177.618,114
44,Snapshots qualité:20140825_115855_b50c_00408ca694a0_c,0,115,115,115,1021.815,595.123,116
45,Snapshots qualité:20140825_175855_b14c_00408ca694a0_c,0,142,142,142,948.318,702.306,117
46,Snapshots qualité:20140826_115852_bf19_00408ca694a0_c,0,206,206,206,1016.711,894.216,120
47,Snapshots qualité:20140827_055850_a61e_00408ca694a0_c,0,184,184,184,737.013,1024.877,123
48,Snapshots qualité:20140827_115849_9cff_00408ca694a0_c,0,194,194,194,954.442,688.015,124
49,Snapshots qualité:20140827_175848_bbd2_00408ca694a0_c,0,177,177,177,953.422,705.369,125
50,Snapshots qualité:20140827_175848_bbd2_00408ca694a0_c,0,202,202,202,985.066,831.947,125
51,Snapshots qualité:20140827_175848_bbd2_00408ca694a0_c,0,197,197,197,734.972,1048.355,125
52,Snapshots qualité:20140827_235847_acd9_00408ca694a0_c,0,156,156,156,1040.189,387.902,126
53,Snapshots qualité:20140827_235847_acd9_00408ca694a0_c,0,222,222,222,972.817,850.321,126
54,Snapshots qualité:20140828_235844_a877_00408ca694a0_c,0,211,211,211,965.671,668.620,130
55,Snapshots qualité:20140829_055843_9278_00408ca694a0_c,0,216,216,216,1007.524,597.164,131
56,Snapshots qualité:20140829_235841_a429_00408ca694a0_c,0,226,226,226,1005.482,582.873,134
57,Snapshots qualité:20140830_115839_8359_00408ca694a0_c,0,200,200,200,989.149,863.592,136
58,Snapshots qualité:20140830_115839_8359_00408ca694a0_c,0,170,170,170,976.900,961.588,136
59,Snapshots qualité:20140831_115836_bfe8_00408ca694a0_c,0,200,200,200,992.212,893.195,140
60,Snapshots qualité:20140831_175835_903f_00408ca694a0_c,0,186,186,186,1037.127,606.352,141
61,Snapshots qualité:20140831_235834_bfe8_00408ca694a0_c,0,205,205,205,1011.607,546.125,142
62,Snapshots qualité:20140831_235834_bfe8_00408ca694a0_c,0,185,185,185,931.985,712.514,142
63,Snapshots qualité:20140901_055833_abe2_00408ca694a0_c,0,220,220,220,1044.272,688.015,143
64,Snapshots qualité:20140901_055833_abe2_00408ca694a0_c,0,118,118,118,936.068,753.346,143
65,Snapshots qualité:20140901_115832_903f_00408ca694a0_c,0,218,218,218,937.089,703.327,144
66,Snapshots qualité:20140901_175832_9303_00408ca694a0_c,0,141,141,141,1040.189,451.191,145
67,Snapshots qualité:20140901_175832_9303_00408ca694a0_c,0,212,212,212,824.802,776.824,145
68,Snapshots qualité:20140901_235832_89a2_00408ca694a0_c,0,198,198,198,955.463,784.991,146
69,Snapshots qualité:20140902_055830_acd9_00408ca694a0_c,0,125,125,125,1029.981,738.034,147
70,Snapshots qualité:20140902_115829_8359_00408ca694a0_c,0,133,133,133,978.941,950.359,148
71,Snapshots qualité:20140902_175828_88dd_00408ca694a0_c,0,196,196,196,909.527,836.030,149
72,Snapshots qualité:20140903_055828_b14c_00408ca694a0_c,0,239,239,239,1039.168,582.873,151
73,Snapshots qualité:20140903_055828_b14c_00408ca694a0_c,0,137,137,137,910.548,645.142,151
74,Snapshots qualité:20140903_115826_9278_00408ca694a0_c,0,227,227,227,1072.854,614.518,152
75,Snapshots qualité:20140903_115826_9278_00408ca694a0_c,0,178,178,178,977.921,786.011,152
76,Snapshots qualité:20140903_175825_9cf9_00408ca694a0_c,0,213,213,213,995.274,868.696,153
77,Snapshots qualité:20140903_235824_89a2_00408ca694a0_c,0,211,211,211,1018.752,730.888,154
78,Snapshots qualité:20140903_235824_89a2_00408ca694a0_c,0,207,207,207,1046.314,582.873,154
79,Snapshots qualité:20140904_115822_acb7_00408ca694a0_c,0,201,201,201,1004.461,744.159,156
80,Snapshots qualité:20140904_175823_90b2_00408ca694a0_c,0,184,184,184,820.718,776.824,157
81,Snapshots qualité:20140905_055820_acd9_00408ca694a0_c,0,157,157,157,958.526,545.104,159
82,Snapshots qualité:20140905_055820_acd9_00408ca694a0_c,0,206,206,206,990.170,835.009,159
83,Snapshots qualité:20140905_115819_88dd_00408ca694a0_c,0,160,160,160,959.546,681.890,160
84,Snapshots qualité:20140905_235818_90b2_00408ca694a0_c,0,98,98,98,1340.302,712.514,162
85,Snapshots qualité:20140906_175815_86c1_00408ca694a0_c,0,99,99,99,1013.648,884.008,165
86,Snapshots qualité:20140908_055812_b220_00408ca694a0_c,0,114,114,114,798.261,846.238,171
87,Snapshots qualité:20140908_115810_903f_00408ca694a0_c,0,106,106,106,798.261,846.238,172
88,Snapshots qualité:20140908_115810_903f_00408ca694a0_c,0,113,113,113,895.236,225.595,172
89,Snapshots qualité:20140910_235801_b14c_00408ca694a0_c,0,96,96,96,1487.297,791.115,182
90,Snapshots qualité:20140911_115759_ba10_00408ca694a0_c,0,161,161,161,1384.197,838.072,184
91,Snapshots qualité:20140911_115759_ba10_00408ca694a0_c,0,178,178,178,985.066,818.677,184
92,Snapshots qualité:20140911_235758_acb7_00408ca694a0_c,0,193,193,193,958.526,782.949,186
93,Snapshots qualité:20140911_235758_acb7_00408ca694a0_c,0,165,165,165,801.323,820.718,186
94,Snapshots qualité:20140912_055757_b9c8_00408ca694a0_c,0,176,176,176,973.837,779.887,187
95,Snapshots qualité:20140912_115756_acd9_00408ca694a0_c,0,142,142,142,1046.314,788.053,188
96,Snapshots qualité:20140913_055754_b14c_00408ca694a0_c,0,183,183,183,969.754,780.907,189
97,Snapshots qualité:20140913_115753_b6aa_00408ca694a0_c,0,91,91,91,988.129,787.032,190
98,Snapshots qualité:20140916_055745_a429_00408ca694a0_c,0,152,152,152,989.149,907.486,193
99,Snapshots qualité:20140916_235741_a7c0_00408ca694a0_c,0,132,132,132,1148.393,813.573,196
100,Snapshots qualité:20140916_175742_a429_00408ca694a0_c,0,156,156,156,1144.310,808.469,195
101,Snapshots qualité:20140917_175739_8359_00408ca694a0_c,0,150,150,150,878.904,782.949,198
102,Snapshots qualité:20140917_175739_8359_00408ca694a0_c,0,121,121,121,1777.202,668.620,198
103,Snapshots qualité:20140917_235738_8c7f_00408ca694a0_c,0,163,163,163,949.338,759.471,199
104,Snapshots qualité:20140917_235738_8c7f_00408ca694a0_c,0,127,127,127,1061.626,603.289,199
105,Snapshots qualité:20140918_055737_b9c8_00408ca694a0_c,0,194,194,194,940.151,717.618,200
106,Snapshots qualité:20140918_055737_b9c8_00408ca694a0_c,0,105,105,105,792.136,783.970,200
107,Snapshots qualité:20140918_115736_bbff_00408ca694a0_c,0,120,120,120,1344.386,710.473,201
108,Snapshots qualité:20140918_175735_903f_00408ca694a0_c,0,169,169,169,1152.476,799.282,202
109,Snapshots qualité:20140918_235735_8359_00408ca694a0_c,0,151,151,151,1059.584,429.754,203
110,Snapshots qualité:20140918_235735_8359_00408ca694a0_c,0,158,158,158,1008.544,428.733,203
111,Snapshots qualité:20140919_055734_8c7f_00408ca694a0_c,0,122,122,122,1157.580,798.261,204
112,Snapshots qualité:20140919_055734_8c7f_00408ca694a0_c,0,114,114,114,1019.773,368.507,204
113,Snapshots qualité:20140919_115733_b14c_00408ca694a0_c,0,122,122,122,965.671,261.323,205
114,Snapshots qualité:20140921_055727_b14c_00408ca694a0_c,0,147,147,147,1003.440,900.340,210
115,Snapshots qualité:20140921_175726_abe2_00408ca694a0_c,0,103,103,103,983.025,774.783,212
116,Snapshots qualité:20140922_235721_90b2_00408ca694a0_c,0,133,133,133,845.217,840.113,217
117,Snapshots qualité:20140923_055721_bf19_00408ca694a0_c,0,189,189,189,970.775,695.161,218
118,Snapshots qualité:20140923_115720_89a2_00408ca694a0_c,0,176,176,176,959.546,674.745,219
119,Snapshots qualité:20140923_235719_bbc1_00408ca694a0_c,0,171,171,171,859.508,538.979,221
120,Snapshots qualité:20140930_115657_903f_00408ca694a0_c,0,176,176,176,1116.749,631.871,229
121,Snapshots qualité:20141001_055654_903f_00408ca694a0_c,0,127,127,127,1061.626,618.601,231
122,Snapshots qualité:20141001_115653_a877_00408ca694a0_c,0,174,174,174,939.130,713.535,232
123,Snapshots qualité:20141001_115653_a877_00408ca694a0_c,0,94,94,94,762.533,1025.898,232
124,Snapshots qualité:20141001_175652_a877_00408ca694a0_c,0,150,150,150,1066.730,613.497,233
125,Snapshots qualité:20141004_175643_b50c_00408ca694a0_c,0,138,138,138,1014.669,906.465,237
126,Snapshots qualité:20141004_235642_b14c_00408ca694a0_c,0,169,169,169,783.970,817.656,238
127,Snapshots qualité:20141005_235639_88dd_00408ca694a0_c,0,149,149,149,1010.586,525.709,240
128,Snapshots qualité:20141005_235639_88dd_00408ca694a0_c,0,161,161,161,1592.439,891.153,240
129,Snapshots qualité:20141006_175636_a986_00408ca694a0_c,0,170,170,170,754.367,1036.106,241
130,Snapshots qualité:20141007_055634_b24a_00408ca694a0_c,0,149,149,149,1067.750,606.352,243
131,Snapshots qualité:20141007_115633_b6aa_00408ca694a0_c,0,189,189,189,743.138,1044.272,244
132,Snapshots qualité:20141007_115633_b6aa_00408ca694a0_c,0,173,173,173,864.612,801.323,244
133,Snapshots qualité:20141007_115633_b6aa_00408ca694a0_c,0,148,148,148,977.921,910.548,244
134,Snapshots qualité:20141007_235632_b9c8_00408ca694a0_c,0,85,85,85,1084.083,865.633,245
135,Snapshots qualité:20141010_175624_bfe8_00408ca694a0_c,0,148,148,148,761.512,986.087,248
136,Snapshots qualité:20141010_175624_bfe8_00408ca694a0_c,0,108,108,108,1471.985,726.805,248
137,Snapshots qualité:20141010_175624_bfe8_00408ca694a0_c,0,145,145,145,1536.295,811.531,248
138,Snapshots qualité:20141011_055622_a8e2_00408ca694a0_c,0,186,186,186,1049.376,611.456,250
139,Snapshots qualité:20141011_115620_a8e2_00408ca694a0_c,0,136,136,136,1062.646,606.352,251
140,Snapshots qualité:20141011_175620_93df_00408ca694a0_c,0,141,141,141,1059.584,614.518,252
141,Snapshots qualité:20141011_235619_b14c_00408ca694a0_c,0,178,178,178,1065.709,614.518,253
142,Snapshots qualité:20141012_055619_b611_00408ca694a0_c,0,137,137,137,1065.709,609.414,254
143,Snapshots qualité:20141012_055619_b611_00408ca694a0_c,0,174,174,174,793.157,696.181,254
144,Snapshots qualité:20141012_175616_86d0_00408ca694a0_c,0,126,126,126,1344.386,730.888,256
145,Snapshots qualité:20141012_235616_a915_00408ca694a0_c,0,161,161,161,1067.750,612.476,257
146,Snapshots qualité:20141013_115614_99f5_00408ca694a0_c,0,167,167,167,1070.813,615.539,259
147,Snapshots qualité:20141013_115614_99f5_00408ca694a0_c,0,82,82,82,1094.291,337.883,259
148,Snapshots qualité:20141013_175614_9303_00408ca694a0_c,0,134,134,134,1064.688,608.393,260
149,Snapshots qualité:20141013_175614_9303_00408ca694a0_c,0,197,197,197,996.295,692.098,260
150,Snapshots qualité:20141013_235613_9303_00408ca694a0_c,0,142,142,142,961.588,415.463,261
151,Snapshots qualité:20141014_055611_90b2_00408ca694a0_c,0,206,206,206,934.026,847.259,262
152,Snapshots qualité:20141014_235609_9cff_00408ca694a0_c,0,155,155,155,985.066,867.675,265
153,Snapshots qualité:20141015_055608_b50c_00408ca694a0_c,0,133,133,133,725.784,924.839,266
154,Snapshots qualité:20141015_055608_b50c_00408ca694a0_c,0,181,181,181,1007.524,752.325,266
155,Snapshots qualité:20141016_175603_93df_00408ca694a0_c,0,197,197,197,1114.707,487.940,272
156,Snapshots qualité:20141016_235602_a831_00408ca694a0_c,0,164,164,164,1169.830,623.705,273
157,Snapshots qualité:20141016_235602_a831_00408ca694a0_c,0,174,174,174,973.837,673.724,273
158,Snapshots qualité:20141016_235602_a831_00408ca694a0_c,0,150,150,150,1145.331,801.323,273
159,Snapshots qualité:20141017_055601_bbc1_00408ca694a0_c,0,149,149,149,643.100,809.490,274
160,Snapshots qualité:20141017_115600_93df_00408ca694a0_c,0,133,133,133,451.191,710.473,275
161,Snapshots qualité:20141017_115600_93df_00408ca694a0_c,0,183,183,183,1024.877,913.611,275
162,Snapshots qualité:20141017_175601_97dc_00408ca694a0_c,0,179,179,179,977.921,661.474,276
163,Snapshots qualité:20141017_235559_bfe8_00408ca694a0_c,0,105,105,105,1062.646,619.622,277
164,Snapshots qualité:20141017_235559_bfe8_00408ca694a0_c,0,201,201,201,904.423,846.238,277
165,Snapshots qualité:20141018_235555_93df_00408ca694a0_c,0,147,147,147,835.009,769.679,281
166,Snapshots qualité:20141019_055554_90b2_00408ca694a0_c,0,54,54,54,799.282,768.658,282
167,Snapshots qualité:20141020_235550_86c1_00408ca694a0_c,0,173,173,173,1476.068,752.325,284
168,Snapshots qualité:20141021_115548_850c_00408ca694a0_c,0,111,111,111,1065.709,606.352,285
169,Snapshots qualité:20141027_115527_8359_00408ca694a0_c,0,178,178,178,791.115,815.614,289
170,Snapshots qualité:20141027_235527_ab06_00408ca694a0_c,0,85,85,85,770.699,1057.542,291
171,Snapshots qualité:20141028_055525_850c_00408ca694a0_c,0,59,59,59,774.783,1038.147,292
172,Snapshots qualité:20141101_175510_903f_00408ca694a0_c,0,137,137,137,1101.437,502.231,299
173,Snapshots qualité:20141101_235509_8c7f_00408ca694a0_c,0,110,110,110,1102.458,503.251,300
174,Snapshots qualité:20141104_055501_b50c_00408ca694a0_c,0,186,186,186,854.405,688.015,303
175,Snapshots qualité:20141104_175500_9303_00408ca694a0_c,0,179,179,179,1001.399,759.471,304
176,Snapshots qualité:20141105_235456_bbff_00408ca694a0_c,0,192,192,192,1069.792,832.968,307
177,Snapshots qualité:20141105_235456_bbff_00408ca694a0_c,0,177,177,177,1018.752,522.646,307
178,Snapshots qualité:20141105_235456_bbff_00408ca694a0_c,0,176,176,176,1103.478,474.669,307
179,Snapshots qualité:20141105_235456_bbff_00408ca694a0_c,0,124,124,124,1514.858,808.469,307
180,Snapshots qualité:20141106_055455_a429_00408ca694a0_c,0,185,185,185,1062.646,833.989,308
181,Snapshots qualité:20141106_235452_bbff_00408ca694a0_c,0,189,189,189,1062.646,833.989,309
182,Snapshots qualité:20141107_175450_a61e_00408ca694a0_c,0,167,167,167,1061.626,843.176,310
183,Snapshots qualité:20141107_175450_a61e_00408ca694a0_c,0,153,153,153,1069.792,590.019,310
184,Snapshots qualité:20141107_235450_bcbf_00408ca694a0_c,0,187,187,187,1071.834,835.009,311
185,Snapshots qualité:20141107_235450_bcbf_00408ca694a0_c,0,196,196,196,1230.057,632.892,311
186,Snapshots qualité:20141107_235450_bcbf_00408ca694a0_c,0,124,124,124,1061.626,614.518,311
187,Snapshots qualité:20141108_115448_89a2_00408ca694a0_c,0,174,174,174,937.089,710.473,312
188,Snapshots qualité:20141108_115448_89a2_00408ca694a0_c,0,175,175,175,1083.062,850.321,312
189,Snapshots qualité:20141108_235446_a877_00408ca694a0_c,0,133,133,133,1082.042,850.321,313
190,Snapshots qualité:20141109_055445_850c_00408ca694a0_c,0,197,197,197,1059.584,818.677,314
191,Snapshots qualité:20141109_055445_850c_00408ca694a0_c,0,175,175,175,959.546,705.369,314
192,Snapshots qualité:20141109_055445_850c_00408ca694a0_c,0,135,135,135,1095.312,557.354,314
193,Snapshots qualité:20141109_115444_a877_00408ca694a0_c,0,130,130,130,1059.584,846.238,315
194,Snapshots qualité:20141109_175443_8c7f_00408ca694a0_c,0,198,198,198,1043.251,818.677,316
195,Snapshots qualité:20141109_175443_8c7f_00408ca694a0_c,0,193,193,193,939.130,710.473,316
196,Snapshots qualité:20141109_235443_9520_00408ca694a0_c,0,190,190,190,1050.397,827.864,317
197,Snapshots qualité:20141109_235443_9520_00408ca694a0_c,0,118,118,118,738.034,1021.815,317
198,Snapshots qualité:20141110_055441_b40d_00408ca694a0_c,0,193,193,193,1065.709,823.781,318
199,Snapshots qualité:20141110_055441_b40d_00408ca694a0_c,0,164,164,164,988.129,927.902,318
200,Snapshots qualité:20141110_055441_b40d_00408ca694a0_c,0,153,153,153,787.032,790.095,318
201,Snapshots qualité:20141110_055441_b40d_00408ca694a0_c,0,247,247,247,811.531,623.705,318
202,Snapshots qualité:20141110_115441_b50c_00408ca694a0_c,0,198,198,198,1056.522,831.947,319
203,Snapshots qualité:20141110_115441_b50c_00408ca694a0_c,0,141,141,141,969.754,948.318,319
204,Snapshots qualité:20141110_175440_a429_00408ca694a0_c,0,150,150,150,1151.456,828.885,320
205,Snapshots qualité:20141110_235440_ab06_00408ca694a0_c,0,174,174,174,1150.435,727.826,321
206,Snapshots qualité:20141110_235440_ab06_00408ca694a0_c,0,158,158,158,1085.104,842.155,321
207,Snapshots qualité:20141110_235440_ab06_00408ca694a0_c,0,167,167,167,626.767,1009.565,321
208,Snapshots qualité:20141111_055439_bbc1_00408ca694a0_c,0,155,155,155,766.616,1035.085,322
209,Snapshots qualité:20141111_115437_90b2_00408ca694a0_c,0,121,121,121,995.274,911.569,323
210,Snapshots qualité:20141111_175436_8359_00408ca694a0_c,0,167,167,167,1081.021,832.968,324
211,Snapshots qualité:20141111_175436_8359_00408ca694a0_c,0,145,145,145,759.471,996.295,324
212,Snapshots qualité:20141111_235436_850c_00408ca694a0_c,0,192,192,192,1063.667,833.989,325
213,Snapshots qualité:20141112_055435_bf19_00408ca694a0_c,0,172,172,172,1047.335,829.905,326
214,Snapshots qualité:20141112_055435_bf19_00408ca694a0_c,0,135,135,135,739.055,1037.127,326
215,Snapshots qualité:20141112_115435_8c7f_00408ca694a0_c,0,155,155,155,1027.939,836.030,327
216,Snapshots qualité:20141112_175433_bbff_00408ca694a0_c,0,150,150,150,1067.750,850.321,328
217,Snapshots qualité:20141112_175433_bbff_00408ca694a0_c,0,159,159,159,750.284,996.295,328
218,Snapshots qualité:20141112_235432_a429_00408ca694a0_c,0,166,166,166,1065.709,832.968,329
219,Snapshots qualité:20141112_235432_a429_00408ca694a0_c,0,173,173,173,937.089,800.302,329
220,Snapshots qualité:20141113_055431_bbff_00408ca694a0_c,0,189,189,189,1063.667,829.905,330
221,Snapshots qualité:20141113_115431_a831_00408ca694a0_c,0,186,186,186,1058.563,824.802,331
222,Snapshots qualité:20141113_115431_a831_00408ca694a0_c,0,96,96,96,771.720,1052.439,331
223,Snapshots qualité:20141114_115427_bbff_00408ca694a0_c,0,184,184,184,953.422,881.966,335
224,Snapshots qualité:20141114_175426_ba10_00408ca694a0_c,0,154,154,154,1151.456,776.824,336
225,Snapshots qualité:20141114_175426_ba10_00408ca694a0_c,0,175,175,175,1058.563,831.947,336
226,Snapshots qualité:20141114_235426_a831_00408ca694a0_c,0,99,99,99,1077.958,860.529,337
227,Snapshots qualité:20141115_115424_b50c_00408ca694a0_c,0,85,85,85,772.741,1040.189,339
228,Snapshots qualité:20141115_235423_850c_00408ca694a0_c,0,216,216,216,1031.002,828.885,341
229,Snapshots qualité:20141115_235423_850c_00408ca694a0_c,0,191,191,191,1016.711,769.679,341
230,Snapshots qualité:20141116_115421_b14c_00408ca694a0_c,0,102,102,102,1347.448,718.639,343
231,Snapshots qualité:20141116_175421_86c1_00408ca694a0_c,0,67,67,67,770.699,1047.335,344
232,Snapshots qualité:20141116_235419_b9c8_00408ca694a0_c,0,134,134,134,1446.465,796.219,345
233,Snapshots qualité:20141117_055419_86c1_00408ca694a0_c,0,202,202,202,1052.439,848.280,346
234,Snapshots qualité:20141117_115417_abe2_00408ca694a0_c,0,201,201,201,1042.231,824.802,347
235,Snapshots qualité:20141118_055415_89a2_00408ca694a0_c,0,181,181,181,1053.459,838.072,350
236,Snapshots qualité:20141118_055415_89a2_00408ca694a0_c,0,195,195,195,816.635,770.699,350
237,Snapshots qualité:20141118_115414_9303_00408ca694a0_c,0,86,86,86,772.741,1055.501,351
238,Snapshots qualité:20141118_175413_bbc1_00408ca694a0_c,0,114,114,114,1014.669,837.051,352
239,Snapshots qualité:20141118_175413_bbc1_00408ca694a0_c,0,165,165,165,1089.187,860.529,352
240,Snapshots qualité:20141118_235412_9303_00408ca694a0_c,0,130,130,130,849.301,772.741,353
241,Snapshots qualité:20141118_235412_9303_00408ca694a0_c,0,219,219,219,1051.418,825.822,353
242,Snapshots qualité:20141119_055411_90b2_00408ca694a0_c,0,157,157,157,1031.002,613.497,354
243,Snapshots qualité:20141119_055411_90b2_00408ca694a0_c,0,215,215,215,1051.418,825.822,354
244,Snapshots qualité:20141119_055411_90b2_00408ca694a0_c,0,154,154,154,832.968,551.229,354
245,Snapshots qualité:20141119_115411_a877_00408ca694a0_c,0,176,176,176,982.004,666.578,355
246,Snapshots qualité:20141119_235410_8c7f_00408ca694a0_c,0,97,97,97,1109.603,980.983,357
247,Snapshots qualité:20141120_055408_bfe8_00408ca694a0_c,0,184,184,184,995.274,882.987,358
248,Snapshots qualité:20141120_055408_bfe8_00408ca694a0_c,0,128,128,128,1063.667,608.393,358
249,Snapshots qualité:20141121_055405_b14c_00408ca694a0_c,0,172,172,172,1063.667,821.739,362
250,Snapshots qualité:20141121_055405_b14c_00408ca694a0_c,0,200,200,200,915.652,746.200,362
251,Snapshots qualité:20141121_175403_9036_00408ca694a0_c,0,172,172,172,988.129,760.492,364
252,Snapshots qualité:20141121_175403_9036_00408ca694a0_c,0,99,99,99,811.531,835.009,364
253,Snapshots qualité:20141122_115401_b14c_00408ca694a0_c,0,194,194,194,1001.399,770.699,367
254,Snapshots qualité:20141122_175401_8c7f_00408ca694a0_c,0,192,192,192,1019.773,742.117,368
255,Snapshots qualité:20141122_175401_8c7f_00408ca694a0_c,0,144,144,144,1000.378,870.737,368
256,Snapshots qualité:20141122_235359_abe2_00408ca694a0_c,0,206,206,206,1052.439,830.926,369
257,Snapshots qualité:20141122_235359_abe2_00408ca694a0_c,0,165,165,165,945.255,954.442,369
258,Snapshots qualité:20141123_115357_8c75_00408ca694a0_c,0,186,186,186,947.297,700.265,371
259,Snapshots qualité:20141123_115357_8c75_00408ca694a0_c,0,221,221,221,1019.773,849.301,371
260,Snapshots qualité:20141123_115357_8c75_00408ca694a0_c,0,116,116,116,988.129,920.756,371
261,Snapshots qualité:20141123_115357_8c75_00408ca694a0_c,0,132,132,132,1043.251,960.567,371
262,Snapshots qualité:20141123_175356_9cff_00408ca694a0_c,0,192,192,192,924.839,550.208,372
263,Snapshots qualité:20141123_235357_9520_00408ca694a0_c,0,121,121,121,1169.830,783.970,373
264,Snapshots qualité:20141123_235357_9520_00408ca694a0_c,0,141,141,141,1077.958,849.301,373
265,Snapshots qualité:20141124_055355_86d0_00408ca694a0_c,0,196,196,196,881.966,754.367,374
266,Snapshots qualité:20141124_055355_86d0_00408ca694a0_c,0,169,169,169,1041.210,856.446,374
267,Snapshots qualité:20141124_175354_88dd_00408ca694a0_c,0,189,189,189,1095.312,855.425,376
268,Snapshots qualité:20141124_175354_88dd_00408ca694a0_c,0,165,165,165,1086.125,933.006,376
269,Snapshots qualité:20141124_235352_a877_00408ca694a0_c,0,188,188,188,1049.376,830.926,377
270,Snapshots qualité:20141124_235352_a877_00408ca694a0_c,0,105,105,105,980.983,923.819,377
271,Snapshots qualité:20141125_055351_850c_00408ca694a0_c,0,153,153,153,997.316,887.070,378
272,Snapshots qualité:20141125_115350_a429_00408ca694a0_c,0,68,68,68,1056.522,872.779,379
273,Snapshots qualité:20141125_115350_a429_00408ca694a0_c,0,157,157,157,892.174,756.408,379
274,Snapshots qualité:20141125_235350_9796_00408ca694a0_c,0,207,207,207,866.654,770.699,381
275,Snapshots qualité:20141125_235350_9796_00408ca694a0_c,0,111,111,111,786.011,829.905,381
276,Snapshots qualité:20141126_055349_a877_00408ca694a0_c,0,99,99,99,761.512,1051.418,382
